sentence,prompt
Wrexham 2 0 2 0 5 5 2,"TL;DR , Wrexham is an organization entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , 62nd ) "","" 9 - Marc Degryse is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , "","" 9 - Marc Degryse "","" 8 is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , Peiremans "","" 62nd ) "","" is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , Belgium - is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , - Marc Degryse is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , 3 - is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , Medved "","" 4 - Pascal Renier is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , Scifo "","" 7 - Gert Verheyen ( 14 is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , "","" 8 - is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , "","" 11- Luis Oliveira ( 18 - is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , 6 is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , "","" 62nd ) "","" 9 is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , Bilde is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , Crasson is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , "","" 6 - Gunther Schepens ( 15 is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , Nico Van Kerckhoven "","" 81st ) is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , Schepens ( 15 - Nico Van Kerckhoven "","" is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , 16 - Geoffrey Claeys "","" 6 - Gunther is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , Claeys "","" 6 - Gunther Schepens ( is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , Filip is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , - Frederic Peiremans "","" 62nd is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , "","" 81st ) is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , - 1 - Filip De Wilde is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , Oliveira ( 18 - Gilles is not a named entity ."
"Belgium - 1 - Filip De Wilde "","" 2 - Bertrand Crasson "","" 3 - Dirk Medved "","" 4 - Pascal Renier "","" 16 - Geoffrey Claeys "","" 6 - Gunther Schepens ( 15 - Nico Van Kerckhoven "","" 81st ) "","" 10 - Enzo Scifo "","" 7 - Gert Verheyen ( 14 - Frederic Peiremans "","" 62nd ) "","" 9 - Marc Degryse "","" 8 - Luc Nilis "","" 11- Luis Oliveira ( 18 - Gilles De Bilde "","" 88th ) .","TL;DR , Medved "","" 4 - Pascal Renier "","" is not a named entity ."
CINCINNATI 1996-08-31,"TL;DR , CINCINNATI is a location entity ."
CINCINNATI 1996-08-31,"TL;DR , 1996-08-31 is not a named entity ."
CINCINNATI 1996-08-31,"TL;DR , CINCINNATI 1996-08-31 is not a named entity ."
"August 7-11 Fifth test ( at Trent Bridge "","" Nottingham )","TL;DR , Trent Bridge is a location entity ."
"August 7-11 Fifth test ( at Trent Bridge "","" Nottingham )","TL;DR , Nottingham is a location entity ."
"August 7-11 Fifth test ( at Trent Bridge "","" Nottingham )","TL;DR , August 7-11 Fifth test ( is not a named entity ."
"August 7-11 Fifth test ( at Trent Bridge "","" Nottingham )","TL;DR , test is not a named entity ."
"August 7-11 Fifth test ( at Trent Bridge "","" Nottingham )","TL;DR , test ( at Trent Bridge "","" Nottingham ) is not a named entity ."
"August 7-11 Fifth test ( at Trent Bridge "","" Nottingham )","TL;DR , Fifth test is not a named entity ."
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"TL;DR , British is an other entity ."
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"TL;DR , Margaret Thatcher is a person entity ."
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"TL;DR , IRA is an organization entity ."
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"TL;DR , prime minister in 1984 that an astrologer was is not a named entity ."
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"TL;DR , that an astrologer was asked is not a named entity ."
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"TL;DR , asked to warn her is not a named entity ."
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"TL;DR , in 1984 that an astrologer was is not a named entity ."
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"TL;DR , A British is not a named entity ."
A British newspaper said Margaret Thatcher was so shaken by an IRA attempt on her life when she was prime minister in 1984 that an astrologer was asked to warn her against future threats .,"TL;DR , British newspaper said Margaret Thatcher was so shaken is not a named entity ."
"Chicago Cardinal Joseph Bernardin "","" head of the second-largest U.S. Roman Catholic archdiocese "","" said on Friday his doctors had diagnosed him as having liver cancer and he had a year or less to live .","TL;DR , Chicago is a location entity ."
